Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:15400000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;datains;dataalt;respalt;tecnico;medidorvazao
15400000;2;26/08/2012;01/01/1900 19:49:00;333;415;4952,753;9069,73;778,39;0,546;11,65;;;;;0;
15400000;2;25/05/2012;01/01/1900 13:55:00;332;1348;25948,789;16512,42;809,95;1,571;20,39;;;;;0;
15400000;2;03/03/2012;01/01/1900 09:36:00;331;1514;31208,549;17662,039;823,52;1,767;21,45;;;;;0;
15400000;2;29/11/2011;01/01/1900 09:22:00;330;488;6630,623;9413,19;783,62;0,704;12,01;;;;;0;
15400000;2;04/10/2011;01/01/1900 13:05:00;329;321;3900,523;8242,83;778,30;0,473;10,59;;;;;0;
15400000;2;01/07/2011;01/01/1900 15:10:00;328;698;10198,48;11247,88;786,77;0,907;14,30;;;;;0;
15400000;2;05/11/2010;01/01/1900 17:10:00;327;394;4801,08;9111,92;731,60;0,527;12,46;;;;;0;
15400000;2;16/11/2009;01/01/1900 15:50:00;322;775;12095;12378;699,18;0,978;17,70;;;;;0;
15400000;2;11/08/2009;01/01/1900 09:25:00;324;710;10490,6;12182,364;708,87;0,861;17,19;;;;;0;
15400000;2;18/11/2008;01/01/1900 10:00:00;321;613;8350;11195;708,43;0,746;15,80;;;;;0;
15400000;2;07/08/2008;01/01/1900 09:00:00;320;526;6050,974;10740,776;703,16;0,563;15,27;;;;;0;
15400000;2;05/08/2008;01/01/1900 11:45:00;322;539;6591;10857;687,86;0,607;15,78;;;;;0;
15400000;2;15/04/2008;01/01/1900 09:15:00;319;1668;38782,617;18961,76;760,06;2,045;24,95;;;;;0;
15400000;2;27/08/2007;01/01/1900 08:15:00;318;351;3912,004;9517,648;697,26;0,411;13,65;;;;;0;
15400000;2;18/04/2007;01/01/1900 08:50:00;317;1629;42847,938;18584,234;757,36;2,306;24,54;;;;;0;
15400000;2;18/09/2006;01/01/1900 08:40:00;316;250;3323,544;8616,889;692,16;0,386;12,45;;;;;0;
15400000;2;19/10/2005;01/01/1900 07:50:00;315;320;4835,53;8548,973;708,86;0,566;12,06;;;;;0;
15400000;2;27/12/2004;01/01/1900 07:00:00;6911;1430;22710,76;12493,44;756,44;1,818;16,52;;;;;0;
15400000;2;16/11/2004;01/01/1900 08:05:00;313;600;9967,655;11095,614;717,45;0,898;15,47;;;;;0;
15400000;2;14/10/2004;01/01/1900 08:45:00;312;348;4677,804;8858,996;712,66;0,528;12,43;;;;;0;
15400000;2;29/06/2004;01/01/1900 07:00:00;6934;656;10315,35;11182,5;726,01;0,922;15,40;;;;;0;
15400000;2;22/06/2004;01/01/1900 07:00:00;6933;776;12644,07;11826,6;730,00;1,069;16,20;;;;;0;
15400000;2;15/06/2004;01/01/1900 07:00:00;6932;778;13735;12474,9;729,96;1,101;17,08;;;;;0;
15400000;2;15/06/2004;01/01/1900 08:40:00;311;778;11557,316;11694,691;782,16;0,988;14,95;;;;;0;
15400000;2;10/06/2004;01/01/1900 07:00:00;6931;841;15126,29;13148,6;731,02;1,150;17,98;;;;;0;
15400000;2;01/06/2004;01/01/1900 07:00:00;6930;1033;20489,061;14473,4;740,00;1,415;19,55;;;;;0;
15400000;2;26/05/2004;01/01/1900 07:00:00;6929;980;19100,65;14075,7;738,00;1,353;19,07;;;;;0;
15400000;2;18/05/2004;01/01/1900 07:00:00;6928;1044;19882,24;14579,4;743,20;1,363;19,61;;;;;0;
15400000;2;11/05/2004;01/01/1900 07:00:00;6927;1187;21722,961;15540,7;745,07;1,405;20,73;;;;;0;
15400000;2;04/05/2004;01/01/1900 07:00:00;6926;1237;27372,359;16058;741,02;1,704;21,67;;;;;0;
15400000;2;25/04/2004;01/01/1900 07:00:00;6925;1339;31674,33;16609,49;751,00;1,907;22,11;;;;;0;
15400000;2;21/04/2004;01/01/1900 07:00:00;6924;1226;23371,789;15888,86;749,00;1,659;21,21;;;;;0;
15400000;2;15/04/2004;01/01/1900 07:00:00;6923;1244;23840,17;15657,69;747,00;1,522;20,96;;;;;0;
15400000;2;06/04/2004;01/01/1900 07:00:00;6922;1312;27879,43;16706,26;752,10;1,668;22,21;;;;;0;
15400000;2;31/03/2004;01/01/1900 07:00:00;6921;1376;32681,98;16880,609;753,00;1,936;22,41;;;;;0;
15400000;2;25/03/2004;01/01/1900 07:00:00;6920;1339;31251,75;16741,66;751,10;1,866;22,28;;;;;0;
15400000;2;19/03/2004;01/01/1900 07:00:00;6919;1262;30128,35;16192,98;753,00;1,860;21,50;;;;;0;
15400000;2;15/03/2004;01/01/1900 07:00:00;6918;1232;22960,549;15845,79;734,22;1,449;21,58;;;;;0;
15400000;2;09/03/2004;01/01/1900 07:00:00;6917;1250;23876,609;15842,88;735,10;1,524;21,55;;;;;0;
15400000;2;02/03/2004;01/01/1900 07:00:00;6916;1390;33671,602;14819,05;758,22;2,272;19,55;;;;;0;
15400000;2;20/02/2004;01/01/1900 07:00:00;6915;1429;32496,109;15925,75;757,11;2,041;21,04;;;;;0;
15400000;2;16/02/2004;01/01/1900 07:00:00;6914;1386;29350,59;14602,21;754,14;2,010;19,36;;;;;0;
15400000;2;10/02/2004;01/01/1900 07:00:00;6913;1284;27819,869;15207,63;748,94;1,829;20,32;;;;;0;
15400000;2;03/02/2004;01/01/1900 07:00:00;6912;1340;30371,92;14491,31;751,38;2,095;19,28;;;;;0;
15400000;2;01/11/2003;01/01/1900 07:00:00;6910;392;4701,14;9423;707,80;0,499;13,31;;;;;0;
15400000;2;24/09/2003;01/01/1900 07:25:00;310;297;3962,767;9140,84;710,16;0,434;13,87;;;;;0;
15400000;2;18/10/2002;01/01/1900 08:40:00;309;327;3903,4;9195,4;706,81;0,424;13,01;;;;;0;
15400000;2;12/07/2002;01/01/1900 08:45:00;308;652;9207;11530;722,90;0,799;15,95;;;;;0;
15400000;2;21/05/2002;01/01/1900 07:00:00;6909;1090;19074,637;15358;723,00;1,242;21,24;;;;;0;
15400000;2;17/05/2002;01/01/1900 07:00:00;6908;1151;21177;15519;713,00;1,309;;;;;;0;
15400000;2;15/05/2002;01/01/1900 07:00:00;6907;1172;20716,08;15694;716,00;1,320;21,92;;;;;0;
15400000;2;29/01/2002;01/01/1900 08:00:00;307;1093;19266,301;15615,81;745,22;1,234;20,95;;;;;0;
15400000;2;20/10/2001;01/01/1900 08:45:00;306;428;5931;9993;719,40;0,594;13,89;;;;;0;
15400000;2;07/08/2001;01/01/1900 07:00:00;6906;585;8286;;;;;;;;;0;
15400000;2;01/08/2001;01/01/1900 07:00:00;6905;587;8298;;;;;;;;;0;
15400000;2;31/07/2001;01/01/1900 12:50:00;305;597;8205,1;10984,41;725,16;0,747;15,15;;;;;0;
15400000;2;29/05/2001;01/01/1900 07:00:00;6904;1110;20329;;;;;;;;;0;
15400000;2;27/05/2001;01/01/1900 07:00:00;6903;1133;20537;;;;;;;;;0;
15400000;2;25/05/2001;01/01/1900 07:00:00;6902;1168;21806;;;;;;;;;0;
15400000;2;23/05/2001;01/01/1900 07:00:00;6901;1211;22967;;;;;;;;;0;
15400000;2;17/08/2000;01/01/1900 07:00:00;307;389;5040;9530;710,00;0,529;13,42;;;;;0;
15400000;2;01/08/2000;01/01/1900 07:00:00;6900;587;8297,85;;;;;;;;;0;
15400000;2;26/01/2000;01/01/1900 07:00:00;306;1140;22138;14907;752,20;1,485;19,82;;;;;0;
15400000;2;31/07/1999;01/01/1900 07:00:00;302;576;8314;11008;718,70;0,755;15,32;;;;;0;
15400000;2;27/10/1998;01/01/1900 07:00:00;301;610;8896;11240;711,60;0,791;15,80;;;;;0;
15400000;2;02/08/1998;01/01/1900 07:00:00;300;387;4736;9478;703,70;0,500;13,43;;;;;0;
15400000;2;21/01/1998;01/01/1900 07:00:00;299;1187;22711;15274;738,00;1,487;20,70;;;;;0;
15400000;2;24/10/1997;01/01/1900 07:00:00;298;477;6922;9961;722,60;0,695;13,79;;;;;0;
15400000;2;23/07/1997;01/01/1900 07:00:00;297;742;11577;12110;727,00;0,956;16,66;;;;;0;
15400000;2;27/01/1997;01/01/1900 07:00:00;296;1272;26068;16561;738,80;1,574;22,42;;;;;0;
15400000;2;10/10/1996;01/01/1900 07:00:00;295;402;4992;9741;703,70;0,513;13,84;;;;;0;
15400000;2;07/08/1996;01/01/1900 07:00:00;294;405;5109;6308;704,20;0,810;8,96;;;;;0;
15400000;2;01/05/1996;01/01/1900 07:00:00;293;1294;27542;16713;744,70;1,647;22,44;;;;;0;
15400000;2;06/02/1996;01/01/1900 07:00:00;292;1346;30134;16923;743,50;1,781;22,76;;;;;0;
15400000;2;11/10/1995;01/01/1900 07:00:00;291;309;4325;9068;704,10;0,477;12,88;;;;;0;
15400000;2;27/04/1995;01/01/1900 07:00:00;290;1417;32145;16765;745,20;1,917;22,50;;;;;0;
15400000;2;23/02/1995;01/01/1900 07:00:00;289;1442;32362;16783;745,60;1,923;22,51;;;;;0;
15400000;2;26/11/1994;01/01/1900 07:00:00;288;938;15060;13290;727,20;1,133;18,28;;;;;0;
15400000;2;26/08/1994;01/01/1900 07:00:00;287;374;4637;9260;676,90;0,501;13,68;;;;;0;
15400000;2;05/09/1993;01/01/1900 07:00:00;285;513;5779;10166;687,10;0,568;14,80;;;;;0;
15400000;2;05/09/1993;01/01/1900 07:00:00;286;513;5818;10293;687,10;0,565;14,98;;;;;0;
15400000;2;13/08/1989;01/01/1900 07:00:00;284;489;6047;10415;685,80;0,581;15,19;;;;;0;
15400000;2;23/06/1989;01/01/1900 07:00:00;283;867;12991,528;13421;702,70;0,968;19,10;;;;;0;
15400000;2;25/08/1988;01/01/1900 07:00:00;282;382;4607;9602;698,39;0,480;13,74;;;;;0;
15400000;2;29/10/1987;01/01/1900 07:00:00;281;693;8567;12224;726,64;0,700;16,82;;;;;0;
15400000;2;17/08/1987;01/01/1900 07:00:00;280;488;6218;10742;710,48;0,579;15,12;;;;;0;
15400000;2;28/10/1986;01/01/1900 07:00:00;279;637;8773;12033;715,50;0,729;16,82;;;;;0;
15400000;2;20/08/1986;01/01/1900 07:00:00;278;718;9481;11768;717,49;0,806;16,40;;;;;0;
15400000;2;09/11/1985;01/01/1900 07:00:00;277;596;8498;10940;715,27;0,776;15,29;;;;;0;
15400000;2;17/09/1985;01/01/1900 07:00:00;276;461;5755;10228;706,54;0,562;14,47;;;;;0;
15400000;2;13/07/1985;01/01/1900 07:00:00;275;949;16380;14071;726,86;1,164;19,35;;;;;0;
15400000;2;31/05/1985;01/01/1900 07:00:00;274;1357;29007;16108;741,36;1,800;21,72;;;;;0;
15400000;2;10/03/1985;01/01/1900 07:00:00;273;1485;36720;17919;749,44;2,049;23,91;;;;;0;
15400000;2;05/01/1985;01/01/1900 07:00:00;272;1197;25410;15443;734,04;1,645;21,03;;;;;0;
15400000;2;01/11/1984;01/01/1900 07:00:00;271;664;9523;11744;718,97;0,811;16,33;;;;;0;
15400000;2;25/08/1984;01/01/1900 07:00:00;270;557;7048;10769;712,47;0,655;15,11;;;;;0;
15400000;2;01/06/1984;01/01/1900 07:00:00;269;1410;32213;17176;744,00;1,875;23,08;;;;;0;
15400000;2;06/05/1984;01/01/1900 07:00:00;268;1687;47044;19373;764,00;2,428;25,35;;;;;0;
15400000;2;30/04/1984;01/01/1900 07:00:00;267;1725;49330;19703;769,00;2,503;25,62;;;;;0;
15400000;2;27/04/1984;01/01/1900 07:00:00;266;1718;48413;19782;768,00;2,447;25,75;;;;;0;
15400000;2;22/04/1984;01/01/1900 07:00:00;265;1718;46536;18870;768,00;2,466;24,57;;;;;0;
15400000;2;21/04/1984;01/01/1900 07:00:00;264;1726;48288;19751;769,00;2,444;25,68;;;;;0;
15400000;2;23/02/1984;01/01/1900 07:00:00;263;1518;39262;17588;756,00;2,232;23,26;;;;;0;
15400000;2;20/12/1983;01/01/1900 07:00:00;262;809;12320;12479;721,00;0,987;17,30;;;;;0;
15400000;2;22/10/1983;01/01/1900 07:00:00;261;486;6647;10283;708,00;0,646;14,52;;;;;0;
15400000;2;30/08/1983;01/01/1900 07:00:00;260;605;9212;12617;709,00;0,730;17,79;;;;;0;
15400000;2;02/07/1983;01/01/1900 07:00:00;259;1145;28081;17508;733,00;1,603;23,88;;;;;0;
15400000;2;06/01/1983;01/01/1900 07:00:00;258;1208;25525;15393;738,97;1,658;20,83;;;;;0;
15400000;2;25/11/1982;01/01/1900 07:00:00;257;1102;21046;14405;734,00;1,461;19,62;;;;;0;
15400000;2;23/09/1982;01/01/1900 07:00:00;256;486;4712;10330;704,00;0,456;14,67;;;;;0;
15400000;2;01/07/1982;01/01/1900 07:00:00;255;1184;25429;16570;738,00;1,534;22,45;;;;;0;
15400000;2;03/05/1982;01/01/1900 07:00:00;254;1681;42503;18943;764,00;2,243;24,80;;;;;0;
15400000;2;05/04/1982;01/01/1900 07:00:00;253;1704;45915;18930;767,00;2,425;24,68;;;;;0;
15400000;2;03/04/1982;01/01/1900 07:00:00;252;1691;45835;19275;766,00;2,378;25,16;;;;;0;
15400000;2;01/04/1982;01/01/1900 07:00:00;251;1683;43958;18966;765,00;2,317;24,79;;;;;0;
15400000;2;28/03/1982;01/01/1900 07:00:00;250;1670;42443;18674;763,00;2,272;24,47;;;;;0;
15400000;2;27/03/1982;01/01/1900 07:00:00;249;1666;44802;19582;763,00;2,287;25,66;;;;;0;
15400000;2;26/03/1982;01/01/1900 07:00:00;248;1667;43534;19296;763,00;2,256;25,29;;;;;0;
15400000;2;25/03/1982;01/01/1900 07:00:00;247;1669;44004;18721;763,00;2,350;24,53;;;;;0;
15400000;2;14/03/1982;01/01/1900 07:00:00;246;1631;42731;18707;758,00;2,284;24,67;;;;;0;
15400000;2;20/01/1982;01/01/1900 07:00:00;245;1440;40862;18250;753,00;2,239;24,23;;;;;0;
15400000;2;05/11/1981;01/01/1900 07:00:00;244;719;10952;10809;715,00;1,013;15,12;;;;;0;
15400000;2;03/09/1981;01/01/1900 07:00:00;243;433;5522;9605;701,00;0,574;13,71;;;;;0;
15400000;2;03/07/1981;01/01/1900 07:00:00;242;979;17892;13605;724,00;1,315;18,78;;;;;0;
15400000;2;06/05/1981;01/01/1900 07:00:00;241;1397;31469;17061;743,00;1,844;22,94;;;;;0;
15400000;2;02/03/1981;01/01/1900 07:00:00;240;1485;36782;18123;757,00;2,029;23,94;;;;;0;
15400000;2;03/01/1981;01/01/1900 07:00:00;239;766;11029;11543;718,00;0,955;16,07;;;;;0;
15400000;2;01/12/1980;01/01/1900 07:00:00;238;621;8633;10518;711,00;0,820;14,78;;;;;0;
15400000;2;11/10/1980;01/01/1900 07:00:00;237;633;9615;10719;711,00;0,897;15,08;;;;;0;
15400000;2;02/08/1980;01/01/1900 07:00:00;236;633;9939;10821;710,00;0,918;15,24;;;;;0;
15400000;2;21/06/1980;01/01/1900 07:00:00;235;1212;24589;15029;734,00;1,636;20,42;;;;;0;
15400000;2;05/04/1980;01/01/1900 07:00:00;234;1540;38166;17914;756,00;2,130;23,70;;;;;0;
15400000;2;18/02/1980;01/01/1900 07:00:00;233;1260;26139;14355;741,00;1,820;19,36;;;;;0;
15400000;2;01/12/1979;01/01/1900 07:00:00;232;598;7908;10233;712,00;0,772;14,37;;;;;0;
15400000;2;06/10/1979;01/01/1900 07:00:00;231;395;4213;9010;686,00;0,467;13,13;;;;;0;
15400000;2;01/08/1979;01/01/1900 07:00:00;230;636;8254;11065;697,00;0,745;15,86;;;;;0;
15400000;2;01/06/1979;01/01/1900 07:00:00;229;1353;26741;15919;737,00;1,679;21,60;;;;;0;
15400000;2;02/04/1979;01/01/1900 07:00:00;228;1647;39286;17887;761,00;2,196;23,49;;;;;0;
15400000;2;03/02/1979;01/01/1900 07:00:00;227;1441;32822;16830;753,00;1,950;22,33;;;;;0;
15400000;2;01/12/1978;01/01/1900 07:00:00;225;719;10955;11878;725,00;0,922;16,31;;;;;0;
15400000;2;01/12/1978;01/01/1900 07:00:00;226;726;11274;11982;725,00;0,940;16,52;;;;;0;
15400000;2;13/11/1978;01/01/1900 07:00:00;223;630;9393;11070;721,00;0,848;15,34;;;;;0;
15400000;2;13/11/1978;01/01/1900 07:00:00;224;635;9287;11376;721,00;0,816;15,77;;;;;0;
15400000;2;11/10/1978;01/01/1900 07:00:00;221;403;5040;9458;697,00;0,532;13,57;;;;;0;
15400000;2;11/10/1978;01/01/1900 07:00:00;222;401;4896;9376;697,00;0,522;13,46;;;;;0;
15400000;2;05/09/1978;01/01/1900 07:00:00;219;326;3603;8937;696,00;0,403;12,83;;;;;0;
15400000;2;05/09/1978;01/01/1900 07:00:00;220;325;3424;8756;696,00;0,391;12,57;;;;;0;
15400000;2;12/08/1978;01/01/1900 07:00:00;217;501;6252;10202;701,00;0,612;14,55;;;;;0;
15400000;2;12/08/1978;01/01/1900 07:00:00;218;499;6081;10164;701,00;0,598;14,49;;;;;0;
15400000;2;12/07/1978;01/01/1900 07:00:00;215;847;12561;12707;720,00;0,988;17,64;;;;;0;
15400000;2;12/07/1978;01/01/1900 07:00:00;216;846;12907;12604;720,00;1,024;17,50;;;;;0;
15400000;2;06/06/1978;01/01/1900 07:00:00;214;1128;21589;15216;737,00;1,418;20,65;;;;;0;
15400000;2;14/05/1978;01/01/1900 07:00:00;213;1273;23877;15769;743,00;1,514;21,22;;;;;0;
15400000;2;19/04/1978;01/01/1900 07:00:00;212;1395;28174;16768;749,00;1,680;22,38;;;;;0;
15400000;2;02/03/1978;01/01/1900 07:00:00;211;1520;35867;17566;756,00;2,042;23,24;;;;;0;
15400000;2;14/02/1978;01/01/1900 07:00:00;210;1460;34208;17209;754,00;1,987;22,82;;;;;0;
15400000;2;13/01/1978;01/01/1900 07:00:00;209;1240;26836;14777;745,00;1,816;19,84;;;;;0;
15400000;2;18/12/1977;01/01/1900 07:00:00;208;1082;19013;12054;739,00;1,577;16,30;;;;;0;
15400000;2;05/11/1977;01/01/1900 07:00:00;206;646;8767;11215;709,00;0,781;15,81;;;;;0;
15400000;2;05/11/1977;01/01/1900 07:00:00;207;646;8841;11195;709,00;0,789;15,78;;;;;0;
15400000;2;08/10/1977;01/01/1900 07:00:00;204;609;7960;10906;710,00;0,729;15,36;;;;;0;
15400000;2;08/10/1977;01/01/1900 07:00:00;205;621;8336;11090;710,00;0,751;15,62;;;;;0;
15400000;2;19/09/1977;01/01/1900 07:00:00;202;463;5396;9904;701,00;0,544;14,13;;;;;0;
15400000;2;19/09/1977;01/01/1900 07:00:00;203;461;5510;9782;701,00;0,563;13,96;;;;;0;
15400000;2;10/08/1977;01/01/1900 07:00:00;200;628;8518;11234;708,00;0,758;15,87;;;;;0;
15400000;2;10/08/1977;01/01/1900 07:00:00;201;632;8613;11199;708,00;0,769;15,82;;;;;0;
15400000;2;13/07/1977;01/01/1900 07:00:00;198;788;11410;12077;715,00;0,944;16,88;;;;;0;
15400000;2;13/07/1977;01/01/1900 07:00:00;199;789;11591;12395;715,00;0,935;17,33;;;;;0;
15400000;2;10/06/1977;01/01/1900 07:00:00;197;1097;19040;14367;732,00;1,325;19,63;;;;;0;
15400000;2;10/05/1977;01/01/1900 07:00:00;196;1442;29811;16743;753,00;1,780;22,23;;;;;0;
15400000;2;22/04/1977;01/01/1900 07:00:00;195;1396;27096;16859;749,00;1,607;22,50;;;;;0;
15400000;2;12/03/1977;01/01/1900 07:00:00;194;1621;40998;18292;760,00;2,241;24,07;;;;;0;
15400000;2;08/03/1977;01/01/1900 07:00:00;193;1586;38562;17931;758,00;2,151;23,65;;;;;0;
15400000;2;08/02/1977;01/01/1900 07:00:00;192;1279;25452;15212;738,00;1,673;20,62;;;;;0;
15400000;2;13/01/1977;01/01/1900 07:00:00;191;1282;28086;14565;738,00;1,928;19,73;;;;;0;
15400000;2;07/12/1976;01/01/1900 07:00:00;190;744;9556;11159;713,00;0,856;15,66;;;;;0;
15400000;2;10/11/1976;01/01/1900 07:00:00;188;588;8744;10593;705,00;0,825;15,02;;;;;0;
15400000;2;10/11/1976;01/01/1900 07:00:00;189;597;8745;10612;705,00;0,824;15,04;;;;;0;
15400000;2;09/10/1976;01/01/1900 07:00:00;186;399;4660;9152;698,00;0,509;13,10;;;;;0;
15400000;2;09/10/1976;01/01/1900 07:00:00;187;399;4523;9153;698,00;0,494;13,10;;;;;0;
15400000;2;08/09/1976;01/01/1900 07:00:00;184;375;4206;9012;698,00;0,466;12,90;;;;;0;
15400000;2;08/09/1976;01/01/1900 07:00:00;185;375;4225;8995;698,00;0,469;12,88;;;;;0;
15400000;2;24/08/1976;01/01/1900 07:00:00;182;427;4870;9335;699,00;0,521;13,34;;;;;0;
15400000;2;24/08/1976;01/01/1900 07:00:00;183;425;4532;9342;699,00;0,485;13,36;;;;;0;
15400000;2;27/07/1976;01/01/1900 07:00:00;180;534;5679;10235;703,00;0,554;14,56;;;;;0;
15400000;2;27/07/1976;01/01/1900 07:00:00;181;533;6341;10249;703,00;0,618;14,58;;;;;0;
15400000;2;18/06/1976;01/01/1900 07:00:00;179;986;16297;13692;720,00;1,190;19,01;;;;;0;
15400000;2;15/05/1976;01/01/1900 07:00:00;178;1281;24398;15746;735,00;1,549;21,41;;;;;0;
15400000;2;22/04/1976;01/01/1900 07:00:00;177;1476;29915;17338;750,00;1,725;23,11;;;;;0;
15400000;2;22/03/1976;01/01/1900 07:00:00;176;1583;35855;18835;758,00;1,904;24,84;;;;;0;
15400000;2;24/02/1976;01/01/1900 07:00:00;175;1550;38581;18617;755,00;2,072;24,65;;;;;0;
15400000;2;22/01/1976;01/01/1900 07:00:00;174;1368;31711;16028;745,00;1,978;21,51;;;;;0;
15400000;2;11/12/1975;01/01/1900 07:00:00;173;983;18392;12706;720,00;1,447;17,64;;;;;0;
15400000;2;06/11/1975;01/01/1900 07:00:00;171;452;5868;9041;700,00;0,649;12,91;;;;;0;
15400000;2;06/11/1975;01/01/1900 07:00:00;172;452;5858;9063;700,00;0,646;12,94;;;;;0;
15400000;2;15/10/1975;01/01/1900 07:00:00;169;560;7931;9843;705,00;0,805;13,95;;;;;0;
15400000;2;15/10/1975;01/01/1900 07:00:00;170;560;7890;9821;705,00;0,803;13,92;;;;;0;
15400000;2;16/09/1975;01/01/1900 07:00:00;167;348;4259;8612;699,00;0,494;12,32;;;;;0;
15400000;2;16/09/1975;01/01/1900 07:00:00;168;347;4351;8470;699,00;0,513;12,12;;;;;0;
15400000;2;23/08/1975;01/01/1900 07:00:00;166;476;6138;9552;700,00;0,643;13,66;;;;;0;
15400000;2;17/07/1975;01/01/1900 07:00:00;165;766;12302;11770;711,00;1,045;16,55;;;;;0;
15400000;2;21/06/1975;01/01/1900 07:00:00;164;908;15361;12601;715,00;1,219;17,62;;;;;0;
15400000;2;27/05/1975;01/01/1900 07:00:00;163;1149;21469;14963;727,00;1,435;20,58;;;;;0;
15400000;2;26/04/1975;01/01/1900 07:00:00;162;1378;28014;16809;742,00;1,667;22,65;;;;;0;
15400000;2;05/04/1975;01/01/1900 07:00:00;161;1524;34602;16800;755,00;2,060;22,26;;;;;0;
15400000;2;25/03/1975;01/01/1900 07:00:00;160;1532;40095;24539;1464,00;1,634;16,76;;;;;0;
15400000;2;10/02/1975;01/01/1900 07:00:00;158;1378;32989;22055;1451,00;1,495;15,19;;;;;0;
15400000;2;10/02/1975;01/01/1900 07:00:00;159;1377;33796;21929;1451,00;1,541;15,11;;;;;0;
15400000;2;16/01/1975;01/01/1900 07:00:00;156;1077;20987;17108;1402,00;1,226;12,20;;;;;0;
15400000;2;16/01/1975;01/01/1900 07:00:00;157;1081;21314;17271;1402,00;1,234;12,32;;;;;0;
15400000;2;06/12/1974;01/01/1900 07:00:00;154;727;11589;12054;1404,00;0,961;8,58;;;;;0;
15400000;2;06/12/1974;01/01/1900 07:00:00;155;735;12479;12179;1404,00;1,024;8,67;;;;;0;
15400000;2;11/11/1974;01/01/1900 07:00:00;152;717;11695;11616;1405,00;1,006;8,26;;;;;0;
15400000;2;11/11/1974;01/01/1900 07:00:00;153;712;11709;11563;1405,00;1,012;8,23;;;;;0;
15400000;2;08/10/1974;01/01/1900 07:00:00;150;354;4609;6289;1397,00;0,732;4,50;;;;;0;
15400000;2;08/10/1974;01/01/1900 07:00:00;151;355;5038;6603;1397,00;0,763;4,72;;;;;0;
15400000;2;04/09/1974;01/01/1900 07:00:00;148;455;6408;7650;1394,00;0,837;5,48;;;;;0;
15400000;2;04/09/1974;01/01/1900 07:00:00;149;454;6248;7813;1394,00;0,799;5,60;;;;;0;
15400000;2;17/08/1974;01/01/1900 07:00:00;146;515;6876;8733;1398,00;0,787;6,24;;;;;0;
15400000;2;17/08/1974;01/01/1900 07:00:00;147;514;7177;8697;1398,00;0,825;6,21;;;;;0;
15400000;2;06/07/1974;01/01/1900 07:00:00;144;850;13931;13044;1413,00;1,068;9,23;;;;;0;
15400000;2;06/07/1974;01/01/1900 07:00:00;145;848;13747;12695;1413,00;1,082;8,98;;;;;0;
15400000;2;18/06/1974;01/01/1900 07:00:00;142;1051;19237;14930;1420,00;1,288;10,51;;;;;0;
15400000;2;18/06/1974;01/01/1900 07:00:00;143;1051;20400;15292;1420,00;1,334;10,76;;;;;0;
15400000;2;28/05/1974;01/01/1900 07:00:00;140;1205;23685;17309;1431,00;1,368;12,09;;;;;0;
15400000;2;28/05/1974;01/01/1900 07:00:00;141;1203;22694;16808;1431,00;1,350;11,74;;;;;0;
15400000;2;23/05/1974;01/01/1900 07:00:00;138;1253;25694;18041;1436,00;1,424;12,56;;;;;0;
15400000;2;23/05/1974;01/01/1900 07:00:00;139;1251;25732;17820;1436,00;1,443;12,40;;;;;0;
15400000;2;17/04/1974;01/01/1900 07:00:00;136;1527;29601;21912;1462,00;1,350;14,98;;;;;0;
15400000;2;17/04/1974;01/01/1900 07:00:00;137;1529;29961;22110;1462,00;1,355;15,12;;;;;0;
15400000;2;19/03/1974;01/01/1900 07:00:00;134;1653;39065;23940;1461,00;1,631;16,39;;;;;0;
15400000;2;19/03/1974;01/01/1900 07:00:00;135;1651;38949;23788;1461,00;1,637;16,26;;;;;0;
15400000;2;20/02/1974;01/01/1900 07:00:00;132;1517;33484;22637;1460,00;1,479;15,50;;;;;0;
15400000;2;20/02/1974;01/01/1900 07:00:00;133;1518;34632;22310;1460,00;1,552;15,27;;;;;0;
15400000;2;22/01/1974;01/01/1900 07:00:00;130;1370;33184;21949;1449,00;1,511;15,14;;;;;0;
15400000;2;22/01/1974;01/01/1900 07:00:00;131;1371;33875;22422;1449,00;1,510;15,47;;;;;0;
15400000;2;05/01/1974;01/01/1900 07:00:00;129;1273;28523;19559;1443,00;1,458;13,55;;;;;0;
15400000;2;04/01/1974;01/01/1900 07:00:00;128;1261;28681;19677;1443,00;1,457;13,64;;;;;0;
15400000;2;06/12/1973;01/01/1900 07:00:00;126;1019;20464;16823;1420,00;1,216;11,85;;;;;0;
15400000;2;06/12/1973;01/01/1900 07:00:00;127;1018;20433;16864;1420,00;1,211;11,87;;;;;0;
15400000;2;12/11/1973;01/01/1900 07:00:00;124;819;14036;13833;1421,00;1,014;9,73;;;;;0;
15400000;2;12/11/1973;01/01/1900 07:00:00;125;821;13597;13744;1421,00;0,989;9,67;;;;;0;
15400000;2;31/10/1973;01/01/1900 07:00:00;123;540;6790;9359;1409,00;0,725;6,64;;;;;0;
15400000;2;19/09/1973;01/01/1900 07:00:00;121;443;6412;8213;1405,00;0,780;5,84;;;;;0;
15400000;2;19/09/1973;01/01/1900 07:00:00;122;442;6189;7994;1405,00;0,774;5,68;;;;;0;
