Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:15400000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;datains;dataalt;respalt;tecnico;medidorvazao
15400000;1;13/07/1977;01/01/1900 07:00:00;198;788;11410;12077;715,00;0,944;16,88;;;;;;
15400000;1;13/07/1977;01/01/1900 07:00:00;199;789;11591;12395;715,00;0,935;17,33;;;;;;
15400000;1;10/06/1977;01/01/1900 07:00:00;197;1097;19040;14367;732,00;1,325;19,63;;;;;;
15400000;1;10/05/1977;01/01/1900 07:00:00;196;1442;29811;16743;753,00;1,780;22,23;;;;;;
15400000;1;22/04/1977;01/01/1900 07:00:00;195;1396;27096;16859;749,00;1,607;22,50;;;;;;
15400000;1;12/03/1977;01/01/1900 07:00:00;194;1621;40998;18292;760,00;2,241;24,07;;;;;;
15400000;1;08/03/1977;01/01/1900 07:00:00;193;1586;38562;17931;758,00;2,151;23,65;;;;;;
15400000;1;08/02/1977;01/01/1900 07:00:00;192;1279;25452;15212;738,00;1,673;20,62;;;;;;
15400000;1;13/01/1977;01/01/1900 07:00:00;191;1282;28086;14565;738,00;1,928;19,73;;;;;;
15400000;1;07/12/1976;01/01/1900 07:00:00;190;744;9556;11159;713,00;0,856;15,66;;;;;;
15400000;1;10/11/1976;01/01/1900 07:00:00;189;597;8745;10612;705,00;0,824;15,04;;;;;;
15400000;1;10/11/1976;01/01/1900 07:00:00;188;588;8744;10593;705,00;0,825;15,02;;;;;;
15400000;1;09/10/1976;01/01/1900 07:00:00;187;399;4523;9153;698,00;0,494;13,10;;;;;;
15400000;1;09/10/1976;01/01/1900 07:00:00;186;399;4660;9152;698,00;0,509;13,10;;;;;;
15400000;1;08/09/1976;01/01/1900 07:00:00;184;375;4206;9012;698,00;0,466;12,90;;;;;;
15400000;1;08/09/1976;01/01/1900 07:00:00;185;375;4225;8995;698,00;0,469;12,88;;;;;;
15400000;1;24/08/1976;01/01/1900 07:00:00;183;425;4532;9342;699,00;0,485;13,36;;;;;;
15400000;1;24/08/1976;01/01/1900 07:00:00;182;427;4870;9335;699,00;0,521;13,34;;;;;;
15400000;1;27/07/1976;01/01/1900 07:00:00;180;534;5679;10235;703,00;0,554;14,56;;;;;;
15400000;1;27/07/1976;01/01/1900 07:00:00;181;533;6341;10249;703,00;0,618;14,58;;;;;;
15400000;1;18/06/1976;01/01/1900 07:00:00;179;986;16297;13692;720,00;1,190;19,01;;;;;;
15400000;1;15/05/1976;01/01/1900 07:00:00;178;1281;24398;15746;735,00;1,549;21,41;;;;;;
15400000;1;22/04/1976;01/01/1900 07:00:00;177;1476;29915;17338;750,00;1,725;23,11;;;;;;
15400000;1;22/03/1976;01/01/1900 07:00:00;176;1583;35855;18835;758,00;1,904;24,84;;;;;;
15400000;1;24/02/1976;01/01/1900 07:00:00;175;1550;38581;18617;755,00;2,072;24,65;;;;;;
15400000;1;22/01/1976;01/01/1900 07:00:00;174;1368;31711;16028;745,00;1,978;21,51;;;;;;
15400000;1;11/12/1975;01/01/1900 07:00:00;173;983;18392;12706;720,00;1,447;17,64;;;;;;
15400000;1;06/11/1975;01/01/1900 07:00:00;171;452;5868;9041;700,00;0,649;12,91;;;;;;
15400000;1;06/11/1975;01/01/1900 07:00:00;172;452;5858;9063;700,00;0,646;12,94;;;;;;
15400000;1;15/10/1975;01/01/1900 07:00:00;170;560;7890;9821;705,00;0,803;13,92;;;;;;
15400000;1;15/10/1975;01/01/1900 07:00:00;169;560;7931;9843;705,00;0,805;13,95;;;;;;
15400000;1;16/09/1975;01/01/1900 07:00:00;167;348;4259;8612;699,00;0,494;12,32;;;;;;
15400000;1;16/09/1975;01/01/1900 07:00:00;168;347;4351;8470;699,00;0,513;12,12;;;;;;
15400000;1;23/08/1975;01/01/1900 07:00:00;166;476;6138;9552;700,00;0,643;13,66;;;;;;
15400000;1;17/07/1975;01/01/1900 07:00:00;165;766;12302;11770;711,00;1,045;16,55;;;;;;
15400000;1;21/06/1975;01/01/1900 07:00:00;164;908;15361;12601;715,00;1,219;17,62;;;;;;
15400000;1;27/05/1975;01/01/1900 07:00:00;163;1149;21469;14963;727,00;1,435;20,58;;;;;;
15400000;1;26/04/1975;01/01/1900 07:00:00;162;1378;28014;16809;742,00;1,667;22,65;;;;;;
15400000;1;05/04/1975;01/01/1900 07:00:00;161;1524;34602;16800;755,00;2,060;22,26;;;;;;
15400000;1;25/03/1975;01/01/1900 07:00:00;160;1532;40095;24539;1464,00;1,634;16,76;;;;;;
15400000;1;10/02/1975;01/01/1900 07:00:00;159;1377;33796;21929;1451,00;1,541;15,11;;;;;;
15400000;1;10/02/1975;01/01/1900 07:00:00;158;1378;32989;22055;1451,00;1,495;15,19;;;;;;
15400000;1;16/01/1975;01/01/1900 07:00:00;156;1077;20987;17108;1402,00;1,226;12,20;;;;;;
15400000;1;16/01/1975;01/01/1900 07:00:00;157;1081;21314;17271;1402,00;1,234;12,32;;;;;;
15400000;1;06/12/1974;01/01/1900 07:00:00;155;735;12479;12179;1404,00;1,024;8,67;;;;;;
15400000;1;06/12/1974;01/01/1900 07:00:00;154;727;11589;12054;1404,00;0,961;8,58;;;;;;
15400000;1;11/11/1974;01/01/1900 07:00:00;152;717;11695;11616;1405,00;1,006;8,26;;;;;;
15400000;1;11/11/1974;01/01/1900 07:00:00;153;712;11709;11563;1405,00;1,012;8,23;;;;;;
15400000;1;08/10/1974;01/01/1900 07:00:00;151;355;5038;6603;1397,00;0,763;4,72;;;;;;
15400000;1;08/10/1974;01/01/1900 07:00:00;150;354;4609;6289;1397,00;0,732;4,50;;;;;;
15400000;1;04/09/1974;01/01/1900 07:00:00;148;455;6408;7650;1394,00;0,837;5,48;;;;;;
15400000;1;04/09/1974;01/01/1900 07:00:00;149;454;6248;7813;1394,00;0,799;5,60;;;;;;
15400000;1;17/08/1974;01/01/1900 07:00:00;147;514;7177;8697;1398,00;0,825;6,21;;;;;;
15400000;1;17/08/1974;01/01/1900 07:00:00;146;515;6876;8733;1398,00;0,787;6,24;;;;;;
15400000;1;06/07/1974;01/01/1900 07:00:00;144;850;13931;13044;1413,00;1,068;9,23;;;;;;
15400000;1;06/07/1974;01/01/1900 07:00:00;145;848;13747;12695;1413,00;1,082;8,98;;;;;;
15400000;1;18/06/1974;01/01/1900 07:00:00;143;1051;20400;15292;1420,00;1,334;10,76;;;;;;
15400000;1;18/06/1974;01/01/1900 07:00:00;142;1051;19237;14930;1420,00;1,288;10,51;;;;;;
15400000;1;28/05/1974;01/01/1900 07:00:00;140;1205;23685;17309;1431,00;1,368;12,09;;;;;;
15400000;1;28/05/1974;01/01/1900 07:00:00;141;1203;22694;16808;1431,00;1,350;11,74;;;;;;
15400000;1;23/05/1974;01/01/1900 07:00:00;139;1251;25732;17820;1436,00;1,443;12,40;;;;;;
15400000;1;23/05/1974;01/01/1900 07:00:00;138;1253;25694;18041;1436,00;1,424;12,56;;;;;;
15400000;1;17/04/1974;01/01/1900 07:00:00;136;1527;29601;21912;1462,00;1,350;14,98;;;;;;
15400000;1;17/04/1974;01/01/1900 07:00:00;137;1529;29961;22110;1462,00;1,355;15,12;;;;;;
15400000;1;19/03/1974;01/01/1900 07:00:00;135;1651;38949;23788;1461,00;1,637;16,26;;;;;;
15400000;1;19/03/1974;01/01/1900 07:00:00;134;1653;39065;23940;1461,00;1,631;16,39;;;;;;
15400000;1;20/02/1974;01/01/1900 07:00:00;132;1517;33484;22637;1460,00;1,479;15,50;;;;;;
15400000;1;20/02/1974;01/01/1900 07:00:00;133;1518;34632;22310;1460,00;1,552;15,27;;;;;;
15400000;1;22/01/1974;01/01/1900 07:00:00;131;1371;33875;22422;1449,00;1,510;15,47;;;;;;
15400000;1;22/01/1974;01/01/1900 07:00:00;130;1370;33184;21949;1449,00;1,511;15,14;;;;;;
15400000;1;05/01/1974;01/01/1900 07:00:00;129;1273;28523;19559;1443,00;1,458;13,55;;;;;;
15400000;1;04/01/1974;01/01/1900 07:00:00;128;1261;28681;19677;1443,00;1,457;13,64;;;;;;
15400000;1;06/12/1973;01/01/1900 07:00:00;127;1018;20433;16864;1420,00;1,211;11,87;;;;;;
15400000;1;06/12/1973;01/01/1900 07:00:00;126;1019;20464;16823;1420,00;1,216;11,85;;;;;;
15400000;1;12/11/1973;01/01/1900 07:00:00;124;819;14036;13833;1421,00;1,014;9,73;;;;;;
15400000;1;12/11/1973;01/01/1900 07:00:00;125;821;13597;13744;1421,00;0,989;9,67;;;;;;
15400000;1;31/10/1973;01/01/1900 07:00:00;123;540;6790;9359;1409,00;0,725;6,64;;;;;;
15400000;1;19/09/1973;01/01/1900 07:00:00;121;443;6412;8213;1405,00;0,780;5,84;;;;;;
15400000;1;19/09/1973;01/01/1900 07:00:00;122;442;6189;7994;1405,00;0,774;5,68;;;;;;
15400000;1;09/08/1973;01/01/1900 07:00:00;120;567;6771;9836;1422,00;0,688;6,92;;;;;;
15400000;1;26/07/1973;01/01/1900 07:00:00;119;700;11082;11552;1419,00;0,959;8,14;;;;;;
15400000;1;26/07/1973;01/01/1900 07:00:00;118;700;11243;11590;1419,00;0,970;8,16;;;;;;
15400000;1;02/06/1973;01/01/1900 07:00:00;117;1100;17488;15244;1446,00;1,147;10,54;;;;;;
15400000;1;22/05/1973;01/01/1900 07:00:00;116;1225;21844;16384;1453,00;1,333;11,28;;;;;;
15400000;1;23/03/1973;01/01/1900 07:00:00;115;1537;35934;22964;1462,00;1,564;15,71;;;;;;
15400000;1;23/03/1973;01/01/1900 07:00:00;114;1538;37005;23366;1462,00;1,583;15,98;;;;;;
15400000;1;02/02/1973;01/01/1900 07:00:00;112;1339;32413;20193;1433,00;1,605;14,09;;;;;;
15400000;1;02/02/1973;01/01/1900 07:00:00;113;1338;32593;20439;1433,00;1,594;14,26;;;;;;
15400000;1;01/02/1973;01/01/1900 07:00:00;111;1328;30069;20653;1434,00;1,455;14,39;;;;;;
15400000;1;01/02/1973;01/01/1900 07:00:00;110;1325;31349;20658;1434,00;1,517;14,40;;;;;;
15400000;1;03/01/1973;01/01/1900 07:00:00;108;1143;27150;19159;1440,00;1,417;13,30;;;;;;
15400000;1;03/01/1973;01/01/1900 07:00:00;109;1141;24833;18639;1440,00;1,332;12,94;;;;;;
15400000;1;02/12/1972;01/01/1900 07:00:00;107;887;16298;14812;1409,00;1,100;10,50;;;;;;
15400000;1;02/12/1972;01/01/1900 07:00:00;106;889;15901;14861;1409,00;1,070;10,54;;;;;;
15400000;1;01/12/1972;01/01/1900 07:00:00;104;908;16330;14870;1410,00;1,098;10,54;;;;;;
15400000;1;01/12/1972;01/01/1900 07:00:00;105;903;16704;15376;1410,00;1,086;10,90;;;;;;
15400000;1;04/11/1972;01/01/1900 07:00:00;103;502;7331;9294;1426,00;0,788;6,51;;;;;;
15400000;1;04/11/1972;01/01/1900 07:00:00;102;502;7549;9350;1426,00;0,807;6,55;;;;;;
15400000;1;02/10/1972;01/01/1900 07:00:00;101;644;11110;11935;1431,00;0,930;8,34;;;;;;
15400000;1;02/10/1972;01/01/1900 07:00:00;100;648;11217;11944;1436,00;0,939;8,31;;;;;;
15400000;1;01/10/1972;01/01/1900 07:00:00;98;686;11719;11958;1436,00;0,979;8,32;;;;;;
15400000;1;01/10/1972;01/01/1900 07:00:00;99;675;11573;12092;1434,00;0,957;8,43;;;;;;
15400000;1;01/09/1972;01/01/1900 07:00:00;97;526;8265;9371;1402,00;0,881;6,68;;;;;;
15400000;1;01/09/1972;01/01/1900 07:00:00;96;522;8096;9655;1402,00;0,838;6,88;;;;;;
15400000;1;03/08/1972;01/01/1900 07:00:00;94;497;8086;9157;1402,00;0,883;6,53;;;;;;
15400000;1;03/08/1972;01/01/1900 07:00:00;95;495;7794;9636;1402,00;0,808;6,87;;;;;;
15400000;1;02/08/1972;01/01/1900 07:00:00;93;509;7976;9395;1406,00;0,849;6,68;;;;;;
15400000;1;02/08/1972;01/01/1900 07:00:00;92;512;7969;9329;1406,00;0,854;6,63;;;;;;
15400000;1;24/07/1972;01/01/1900 07:00:00;90;492;7747;8937;1411,00;0,866;6,33;;;;;;
15400000;1;24/07/1972;01/01/1900 07:00:00;91;492;8013;9081;1410,00;0,882;6,44;;;;;;
15400000;1;23/06/1972;01/01/1900 07:00:00;89;944;17328;14035;1443,00;1,234;9,72;;;;;;
15400000;1;23/06/1972;01/01/1900 07:00:00;88;944;18168;14596;1409,00;1,244;10,35;;;;;;
15400000;1;05/06/1972;01/01/1900 07:00:00;86;965;18261;14034;1439,00;1,301;9,75;;;;;;
15400000;1;05/06/1972;01/01/1900 07:00:00;87;963;19268;14235;1424,00;1,353;9,99;;;;;;
15400000;1;31/05/1972;01/01/1900 07:00:00;85;956;18704;14561;1436,00;1,284;10,14;;;;;;
15400000;1;31/05/1972;01/01/1900 07:00:00;84;954;18942;13851;1431,00;1,367;9,67;;;;;;
15400000;1;12/05/1972;01/01/1900 07:00:00;82;1140;22613;15807;1418,00;1,430;11,14;;;;;;
15400000;1;12/05/1972;01/01/1900 07:00:00;83;1138;21921;15813;1417,00;1,386;11,16;;;;;;
15400000;1;13/04/1972;01/01/1900 07:00:00;81;1499;34697;21515;1409,00;1,612;15,27;;;;;;
15400000;1;13/04/1972;01/01/1900 07:00:00;80;1500;34239;20256;1412,00;1,690;14,34;;;;;;
15400000;1;12/04/1972;01/01/1900 07:00:00;78;1499;33585;21262;1399,00;1,579;15,20;;;;;;
15400000;1;12/04/1972;01/01/1900 07:00:00;79;1502;33522;21512;1413,00;1,558;15,22;;;;;;
15400000;1;27/02/1972;01/01/1900 07:00:00;77;1408;32022;21186;1437,00;1,511;14,74;;;;;;
15400000;1;27/02/1972;01/01/1900 07:00:00;76;1403;30511;20681;1434,00;1,475;14,42;;;;;;
15400000;1;22/02/1972;01/01/1900 07:00:00;74;1334;26066;19871;1422,00;1,311;13,97;;;;;;
15400000;1;22/02/1972;01/01/1900 07:00:00;75;1338;29397;20573;1425,00;1,428;14,44;;;;;;
15400000;1;19/01/1972;01/01/1900 07:00:00;73;1054;21283;16984;1417,00;1,253;11,98;;;;;;
15400000;1;19/01/1972;01/01/1900 07:00:00;72;1057;21093;16973;1419,00;1,242;11,96;;;;;;
15400000;1;17/01/1972;01/01/1900 07:00:00;70;1082;22757;17844;1450,00;1,275;12,30;;;;;;
15400000;1;17/01/1972;01/01/1900 07:00:00;71;1079;20724;17944;1450,00;1,154;12,37;;;;;;
15400000;1;02/12/1971;01/01/1900 07:00:00;69;611;9385;10351;1324,00;0,906;7,81;;;;;;
15400000;1;02/12/1971;01/01/1900 07:00:00;68;611;9281;10296;1324,00;0,901;7,77;;;;;;
15400000;1;01/12/1971;01/01/1900 07:00:00;66;614;9723;10330;1324,00;0,941;7,80;;;;;;
15400000;1;01/12/1971;01/01/1900 07:00:00;67;612;9719;10508;1324,00;0,924;7,93;;;;;;
15400000;1;09/11/1971;01/01/1900 07:00:00;65;613;9405;10219;1319,00;0,920;7,75;;;;;;
15400000;1;09/11/1971;01/01/1900 07:00:00;64;614;9547;10272;1319,00;0,929;7,79;;;;;;
15400000;1;12/10/1971;01/01/1900 07:00:00;62;511;8101;8964;1317,00;0,903;6,80;;;;;;
15400000;1;12/10/1971;01/01/1900 07:00:00;63;512;8376;9634;1317,00;0,869;7,31;;;;;;
15400000;1;16/09/1971;01/01/1900 07:00:00;61;253;4030;5419;1308,00;0,743;4,14;;;;;;
15400000;1;16/09/1971;01/01/1900 07:00:00;60;253;4055;5381;1308,00;0,753;4,11;;;;;;
15400000;1;09/09/1971;01/01/1900 07:00:00;58;319;4788;6323;1314,00;0,757;4,81;;;;;;
15400000;1;09/09/1971;01/01/1900 07:00:00;59;317;4715;6240;1314,00;0,755;4,75;;;;;;
15400000;1;08/09/1971;01/01/1900 07:00:00;57;340;5043;6563;1313,00;0,768;4,99;;;;;;
15400000;1;20/08/1971;01/01/1900 07:00:00;55;315;4630;6102;1302,00;0,758;4,68;;;;;;
15400000;1;20/08/1971;01/01/1900 07:00:00;56;314;4607;6126;1302,00;0,751;4,70;;;;;;
15400000;1;19/08/1971;01/01/1900 07:00:00;54;320;4674;6140;1302,00;0,761;4,71;;;;;;
15400000;1;12/08/1971;01/01/1900 07:00:00;52;339;4730;6336;1309,00;0,746;4,84;;;;;;
15400000;1;12/08/1971;01/01/1900 07:00:00;53;337;4795;6477;1309,00;0,740;4,94;;;;;;
15400000;1;11/08/1971;01/01/1900 07:00:00;51;348;5014;6752;1305,00;0,742;5,17;;;;;;
15400000;1;31/07/1971;01/01/1900 07:00:00;50;346;4786;6274;1307,00;0,762;4,79;;;;;;
15400000;1;10/07/1971;01/01/1900 07:00:00;48;623;9265;9372;1320,00;0,988;7,09;;;;;;
15400000;1;10/07/1971;01/01/1900 07:00:00;49;623;9759;10022;1320,00;0,973;7,59;;;;;;
15400000;1;05/07/1971;01/01/1900 07:00:00;47;602;9610;9398;1321,00;1,022;7,11;;;;;;
15400000;1;30/06/1971;01/01/1900 07:00:00;46;566;8954;9336;1318,00;0,959;7,08;;;;;;
15400000;1;24/06/1971;01/01/1900 07:00:00;44;555;8359;8825;1314,00;0,947;6,71;;;;;;
15400000;1;24/06/1971;01/01/1900 07:00:00;45;552;8166;9042;1314,00;0,903;6,88;;;;;;
15400000;1;23/06/1971;01/01/1900 07:00:00;43;568;8354;9276;1316,00;0,900;7,05;;;;;;
15400000;1;08/06/1971;01/01/1900 07:00:00;42;723;11162;10514;1321,00;1,061;7,96;;;;;;
15400000;1;31/05/1971;01/01/1900 07:00:00;40;774;12329;11209;1327,00;1,099;8,44;;;;;;
15400000;1;31/05/1971;01/01/1900 07:00:00;41;774;12101;11018;1327,00;1,098;8,30;;;;;;
15400000;1;15/05/1971;01/01/1900 07:00:00;39;970;16470;12921;1333,00;1,274;9,69;;;;;;
15400000;1;15/05/1971;01/01/1900 07:00:00;38;978;16659;12681;1333,00;1,313;9,51;;;;;;
15400000;1;14/05/1971;01/01/1900 07:00:00;37;1005;16643;13037;1331,00;1,276;9,79;;;;;;
15400000;1;06/05/1971;01/01/1900 07:00:00;36;1137;21117;15769;1340,00;1,339;11,76;;;;;;
15400000;1;24/04/1971;01/01/1900 07:00:00;35;1246;25049;17035;1335,00;1,470;12,75;;;;;;
15400000;1;23/04/1971;01/01/1900 07:00:00;33;1247;25034;17133;1347,00;1,461;12,71;;;;;;
15400000;1;23/04/1971;01/01/1900 07:00:00;34;1248;25006;16501;1347,00;1,515;12,25;;;;;;
15400000;1;20/04/1971;01/01/1900 07:00:00;32;1239;24005;16514;1348,00;1,453;12,25;;;;;;
15400000;1;15/04/1971;01/01/1900 07:00:00;31;1255;23393;17089;1345,00;1,368;12,70;;;;;;
15400000;1;14/04/1971;01/01/1900 07:00:00;30;1271;24356;17149;1344,00;1,420;12,75;;;;;;
15400000;1;11/04/1971;01/01/1900 07:00:00;29;1307;26367;17884;1349,00;1,474;13,25;;;;;;
15400000;1;10/04/1971;01/01/1900 07:00:00;28;1316;25248;17848;1349,00;1,414;13,22;;;;;;
15400000;1;05/04/1971;01/01/1900 07:00:00;27;1365;27708;18165;1351,00;1,525;13,44;;;;;;
15400000;1;03/04/1971;01/01/1900 07:00:00;26;1383;27984;18897;1352,00;1,480;13,97;;;;;;
15400000;1;21/03/1971;01/01/1900 07:00:00;25;1424;30824;20171;1362,00;1,528;14,81;;;;;;
15400000;1;17/03/1971;01/01/1900 07:00:00;24;1427;29262;19464;1355,00;1,503;14,36;;;;;;
15400000;1;09/03/1971;01/01/1900 07:00:00;23;1481;33652;21442;1365,00;1,569;15,70;;;;;;
15400000;1;04/03/1971;01/01/1900 07:00:00;22;1480;33343;20763;1360,00;1,605;15,26;;;;;;
15400000;1;26/02/1971;01/01/1900 07:00:00;21;1453;31187;20706;1363,00;1,506;15,18;;;;;;
15400000;1;20/02/1971;01/01/1900 07:00:00;20;1422;32651;20538;1360,00;1,589;15,10;;;;;;
15400000;1;09/02/1971;01/01/1900 07:00:00;19;1313;28263;19285;1354,00;1,465;14,24;;;;;;
15400000;1;05/02/1971;01/01/1900 07:00:00;18;1248;23141;17824;1347,00;1,298;13,22;;;;;;
15400000;1;24/01/1971;01/01/1900 07:00:00;17;1052;18545;15805;1336,00;1,173;11,82;;;;;;
15400000;1;23/01/1971;01/01/1900 07:00:00;16;1064;18647;15732;1339,00;1,185;11,74;;;;;;
15400000;1;15/01/1971;01/01/1900 07:00:00;15;1057;18876;15789;1338,00;1,195;11,80;;;;;;
15400000;1;14/01/1971;01/01/1900 07:00:00;14;1055;19212;15767;1342,00;1,218;11,74;;;;;;
15400000;1;13/12/1970;01/01/1900 07:00:00;13;490;7560;8945;1317,00;0,845;6,79;;;;;;
15400000;1;12/12/1970;01/01/1900 07:00:00;12;447;6982;8005;1314,00;0,872;6,09;;;;;;
15400000;1;06/12/1970;01/01/1900 07:00:00;11;294;4306;6212;1311,00;0,693;4,74;;;;;;
15400000;1;08/11/1970;01/01/1900 07:00:00;10;426;6267;7815;1313,00;0,802;5,95;;;;;;
15400000;1;19/10/1970;01/01/1900 07:00:00;9;352;4597;6150;1310,00;0,747;4,69;;;;;;
15400000;1;04/10/1970;01/01/1900 07:00:00;8;300;4431;5855;1309,00;0,756;4,47;;;;;;
15400000;1;19/09/1970;01/01/1900 07:00:00;7;304;4013;5332;1308,00;0,753;4,07;;;;;;
15400000;1;03/09/1970;01/01/1900 07:00:00;6;264;3934;5392;1307,00;0,729;4,12;;;;;;
15400000;1;20/08/1970;01/01/1900 07:00:00;5;379;5420;6861;1310,00;0,789;5,23;;;;;;
15400000;1;04/08/1970;01/01/1900 07:00:00;4;449;6798;7998;1312,00;0,849;6,09;;;;;;
15400000;1;28/07/1970;01/01/1900 07:00:00;3;479;6848;8306;1316,00;0,824;6,30;;;;;;
15400000;1;18/07/1970;01/01/1900 07:00:00;2;581;8878;9732;1318,00;0,912;7,38;;;;;;
15400000;1;23/11/1964;01/01/1900 07:00:00;1;459;154;215;99,30;0,717;2,16;;;;;;
15400000;2;01/04/2015;01/01/1900 08:40:00;381;1590;36300;21253;846,00;1,706;25,12;;;;;0;
15400000;2;20/02/2015;01/01/1900 10:00:00;380;1587;37900;21317;856,00;1,880;24,90;;;;;0;
15400000;2;04/02/2015;01/01/1900 11:15:00;377;1549;37600;21104;840,00;1,780;25,11;;;;;0;
15400000;2;02/02/2015;01/01/1900 10:00:00;379;1546;35300;;;;;;;;;0;
15400000;2;28/01/2015;01/01/1900 10:00:00;378;1537;35800;;;;;;;;;0;
15400000;2;17/07/2014;01/01/1900 09:44:00;339;1168;21600;17186;825,30;1,260;20,82;;;;;0;
15400000;2;28/05/2014;01/01/1900 10:00:00;375;1617;37600;21316;885,00;1,770;25,00;;;;;0;
15400000;2;23/05/2014;01/01/1900 09:00:00;374;1628;38000;20631;823,00;1,840;25,00;;;;;0;
15400000;2;07/05/2014;01/01/1900 09:00:00;373;1728;41944,742;21621;849,00;1,940;25,50;;;;;0;
15400000;2;25/04/2014;01/01/1900 09:00:00;372;1764;44565,027;21529;862,00;2,070;25,00;;;;;0;
15400000;2;23/04/2014;01/01/1900 09:00:00;371;1794;43074;21537;845,00;2,000;25,50;;;;;0;
15400000;2;19/04/2014;01/01/1900 08:45:00;370;1824;49920,004;22204;843,00;2,230;26,40;;;;;0;
15400000;2;12/04/2014;01/01/1900 09:00:00;369;1930;54768;23206,781;1283,00;2,360;22,40;;;;;0;
15400000;2;05/04/2014;01/01/1900 09:00:00;368;1951;57552;24280;1054,00;2,370;23,40;;;;;0;
15400000;2;01/04/2014;01/01/1900 09:00:00;367;1963;59255;33860;1227,00;1,750;27,60;;;;;0;
15400000;2;28/03/2014;01/01/1900 09:17:00;366;1966;60066;24850;1110,00;2,420;22,40;;;;;0;
15400000;2;27/03/2014;01/01/1900 09:13:00;365;1964;59986;24060;998,00;2,500;24,10;;;;;0;
15400000;2;23/03/2014;01/01/1900 08:52:00;364;1948;55652,047;23885;1082,00;2,330;22,10;;;;;0;
15400000;2;21/03/2014;01/01/1900 09:05:00;363;1936;57231;23563;985,60;2,440;23,90;;;;;0;
15400000;2;20/03/2014;01/01/1900 09:00:00;362;1931;55786;23410;992,00;2,380;23,61;;;;;0;
15400000;2;19/03/2014;01/01/1900 09:02:00;361;1923;54228;23470;1051,00;2,300;22,40;;;;;0;
15400000;2;18/03/2014;01/01/1900 08:52:00;360;1916;55126;24234;1011,00;2,250;24,00;;;;;0;
15400000;2;15/03/2014;01/01/1900 09:10:00;359;1911;55272;26200;1204,00;2,140;21,80;;;;;0;
15400000;2;14/03/2014;01/01/1900 09:20:00;358;1909;54631,203;22763;982,00;2,400;23,18;;;;;0;
15400000;2;13/03/2014;01/01/1900 09:29:00;357;1908;53822;23423;1011,50;2,300;23,20;;;;;0;
15400000;2;12/03/2014;01/01/1900 09:07:00;356;1908;56063;23341;966,00;2,410;24,20;;;;;0;
15400000;2;11/03/2014;01/01/1900 09:18:00;355;1902;57488,902;24155;1014,00;2,380;23,80;;;;;0;
15400000;2;10/03/2014;01/01/1900 09:02:00;354;1898;55090;23528;971,00;2,330;24,20;;;;;0;
15400000;2;09/03/2014;01/01/1900 10:33:00;353;1898;56878,359;24101;990,00;2,360;24,30;;;;;0;
15400000;2;08/03/2014;01/01/1900 09:45:00;352;1890;55124;23341;979,30;2,370;23,80;;;;;0;
15400000;2;07/03/2014;01/01/1900 09:13:00;351;1887;52576,801;23060;983,40;2,280;23,50;;;;;0;
15400000;2;06/03/2014;01/01/1900 09:37:00;350;1883;55559;23157;981,00;2,390;23,60;;;;;0;
15400000;2;05/03/2014;01/01/1900 10:00:00;349;1878;53549;22958;969,60;2,330;23,70;;;;;0;
15400000;2;04/03/2014;01/01/1900 09:00:00;348;1872;53208;22666;951,00;2,530;23,80;;;;;0;
15400000;2;02/03/2014;01/01/1900 09:00:00;347;1866;58545,527;32707;1284,00;1,790;25,22;;;;;0;
15400000;2;01/03/2014;01/01/1900 09:00:00;346;1870;51743;22692;918,00;2,260;24,70;;;;;0;
15400000;2;28/02/2014;01/01/1900 09:10:00;345;1858;52638;21628;822,00;2,400;33,80;;;;;0;
15400000;2;27/02/2014;01/01/1900 08:45:00;344;1858;52636;21632;834,70;2,400;34,00;;;;;0;
15400000;2;25/02/2014;01/01/1900 08:50:00;343;1850;52175;21540;843,50;2,400;32,40;;;;;0;
15400000;2;24/02/2014;01/01/1900 09:10:00;342;1844;49920,004;20800;838,00;2,400;34,60;;;;;0;
15400000;2;22/02/2014;01/01/1900 08:30:00;341;1818;48732,398;21188;842,00;2,300;34,00;;;;;0;
15400000;2;21/02/2014;01/01/1900 15:00:00;340;1811;45634,301;19841;839,00;2,300;33,50;;;;;0;
15400000;2;15/02/2014;01/01/1900 08:35:00;339;1748;46348;20251;835,00;2,300;30,50;;;;;0;
15400000;2;12/02/2014;01/01/1900 15:59:00;338;1702;43880;19836;832,12;2,212;29,80;;;;;0;
15400000;2;22/01/2014;01/01/1900 08:50:00;337;1499;33270;18494;827,00;1,800;28,20;;;;;0;
15400000;2;28/10/2013;01/01/1900 12:18:00;337;775;12969,128;12802,6;815,26;1,013;15,70;;;;;0;
15400000;2;15/07/2013;01/01/1900 09:20:00;336;817;12308,63;13062,6;801,10;0,943;16,31;;;;;0;
15400000;2;26/02/2013;01/01/1900 09:30:00;335;1421;30170,213;17138,1;847,80;1,760;20,21;;;;;0;
15400000;2;03/12/2012;01/01/1900 17:03:00;334;778;12476,27;11892,03;791,78;1,049;15,02;;;;;0;
15400000;2;23/11/2012;01/01/1900 16:13:00;1000;618;8956;10524;791,00;0,851;;;;;;0;
